patient	cluster	entrez	gene	source	subtype	id	name
NP11	0	23545	ATP6V0A2	go	BP	GO:0016241	regulation of macroautophagy
NP11	0	23545	ATP6V0A2	go	BP	GO:0033572	transferrin transport
NP11	0	23545	ATP6V0A2	go	BP	GO:0034220	ion transmembrane transport
NP11	0	23545	ATP6V0A2	go	BP	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly
NP11	0	23545	ATP6V0A2	go	BP	GO:0090383	phagosome acidification
NP11	0	23560	GTPBP4	go	BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
NP11	0	23560	GTPBP4	go	BP	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
NP11	0	23560	GTPBP4	go	BP	GO:0001649	osteoblast differentiation
NP11	0	23560	GTPBP4	go	BP	GO:0008156	negative regulation of DNA replication
NP11	0	23560	GTPBP4	go	BP	GO:0008285	negative regulation of cell proliferation
NP11	0	23560	GTPBP4	go	BP	GO:0022408	negative regulation of cell-cell adhesion
NP11	0	23560	GTPBP4	go	BP	GO:0030336	negative regulation of cell migration
NP11	0	23560	GTPBP4	go	BP	GO:0031397	negative regulation of protein ubiquitination
NP11	0	23560	GTPBP4	go	BP	GO:0033342	negative regulation of collagen binding
NP11	0	23560	GTPBP4	go	BP	GO:0050821	protein stabilization
NP01	0	23569	PADI4	go	BP	GO:0006325	chromatin organization
NP01	0	23569	PADI4	go	BP	GO:0006334	nucleosome assembly
NP01	0	23569	PADI4	go	BP	GO:0006338	chromatin remodeling
NP01	0	23569	PADI4	go	BP	GO:0006351	transcription, DNA-templated
NP01	0	23569	PADI4	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP01	0	23569	PADI4	go	BP	GO:0006464	cellular protein modification process
NP01	0	23569	PADI4	go	BP	GO:0018101	protein citrullination
NP01	0	23569	PADI4	go	BP	GO:0019827	stem cell population maintenance
NP01	0	23569	PADI4	go	BP	GO:0036413	histone H3-R26 citrullination
NP01	0	23569	PADI4	go	BP	GO:0036414	histone citrullination
NP01	0	23569	PADI4	go	BP	GO:0045087	innate immune response
NP16	0	23768	FLRT2	go	BP	GO:0003007	heart morphogenesis
NP16	0	23768	FLRT2	go	BP	GO:0006469	negative regulation of protein kinase activity
NP16	0	23768	FLRT2	go	BP	GO:0007411	axon guidance
NP16	0	23768	FLRT2	go	BP	GO:0008150	biological_process
NP16	0	23768	FLRT2	go	BP	GO:0008543	fibroblast growth factor receptor signaling pathway
NP16	0	23768	FLRT2	go	BP	GO:0019221	cytokine-mediated signaling pathway
NP16	0	23768	FLRT2	go	BP	GO:0046426	negative regulation of JAK-STAT cascade
NP16	0	23768	FLRT2	go	BP	GO:0050919	negative chemotaxis
NP16	0	23768	FLRT2	go	BP	GO:0051965	positive regulation of synapse assembly
NP16	0	23768	FLRT2	go	BP	GO:0061343	cell adhesion involved in heart morphogenesis
NP16	0	23768	FLRT2	go	BP	GO:0071711	basement membrane organization
NP16	0	23768	FLRT2	go	BP	GO:2001222	regulation of neuron migration
NP16	0	25836	NIPBL	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP16	0	25836	NIPBL	go	BP	GO:0001656	metanephros development
NP16	0	25836	NIPBL	go	BP	GO:0003007	heart morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0003151	outflow tract morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0006974	cellular response to DNA damage stimulus
NP16	0	25836	NIPBL	go	BP	GO:0007064	mitotic sister chromatid cohesion
NP16	0	25836	NIPBL	go	BP	GO:0007420	brain development
NP16	0	25836	NIPBL	go	BP	GO:0007605	sensory perception of sound
NP16	0	25836	NIPBL	go	BP	GO:0019827	stem cell population maintenance
NP16	0	25836	NIPBL	go	BP	GO:0031065	positive regulation of histone deacetylation
NP16	0	25836	NIPBL	go	BP	GO:0034088	maintenance of mitotic sister chromatid cohesion
NP16	0	25836	NIPBL	go	BP	GO:0034613	cellular protein localization
NP16	0	25836	NIPBL	go	BP	GO:0035115	embryonic forelimb morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0035136	forelimb morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0035261	external genitalia morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0040018	positive regulation of multicellular organism growth
NP16	0	25836	NIPBL	go	BP	GO:0042471	ear morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0042634	regulation of hair cycle
NP16	0	25836	NIPBL	go	BP	GO:0045444	fat cell differentiation
NP16	0	25836	NIPBL	go	BP	GO:0045778	positive regulation of ossification
NP16	0	25836	NIPBL	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP16	0	25836	NIPBL	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP16	0	25836	NIPBL	go	BP	GO:0045995	regulation of embryonic development
NP16	0	25836	NIPBL	go	BP	GO:0048557	embryonic digestive tract morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0048589	developmental growth
NP16	0	25836	NIPBL	go	BP	GO:0048592	eye morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0048638	regulation of developmental growth
NP16	0	25836	NIPBL	go	BP	GO:0048703	embryonic viscerocranium morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0050890	cognition
NP16	0	25836	NIPBL	go	BP	GO:0060325	face morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0061010	gall bladder development
NP16	0	25836	NIPBL	go	BP	GO:0061038	uterus morphogenesis
NP16	0	25836	NIPBL	go	BP	GO:0071481	cellular response to X-ray
NP11	0	25841	ABTB2	go	BP	GO:0030162	regulation of proteolysis
NP11	0	25841	ABTB2	go	BP	GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
NP11	0	25841	ABTB2	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP11	0	25841	ABTB2	go	BP	GO:0097237	cellular response to toxic substance
NP11	0	25861	WHRN	go	BP	GO:0001895	retina homeostasis
NP11	0	25861	WHRN	go	BP	GO:0007605	sensory perception of sound
NP11	0	25861	WHRN	go	BP	GO:0050953	sensory perception of light stimulus
NP11	0	25861	WHRN	go	BP	GO:0060122	inner ear receptor stereocilium organization
NP17	0	25888	ZNF473	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP17	0	25888	ZNF473	go	BP	GO:0006369	termination of RNA polymerase II transcription
NP17	0	25888	ZNF473	go	BP	GO:0006398	mRNA 3'-end processing by stem-loop binding and cleavage
NP17	0	25888	ZNF473	go	BP	GO:0008334	histone mRNA metabolic process
NP11	0	25902	MTHFD1L	go	BP	GO:0001843	neural tube closure
NP11	0	25902	MTHFD1L	go	BP	GO:0006730	one-carbon metabolic process
NP11	0	25902	MTHFD1L	go	BP	GO:0006760	folic acid-containing compound metabolic process
NP11	0	25902	MTHFD1L	go	BP	GO:0009396	folic acid-containing compound biosynthetic process
NP11	0	25902	MTHFD1L	go	BP	GO:0015942	formate metabolic process
NP11	0	25902	MTHFD1L	go	BP	GO:0035999	tetrahydrofolate interconversion
NP11	0	25902	MTHFD1L	go	BP	GO:0046653	tetrahydrofolate metabolic process
NP11	0	25902	MTHFD1L	go	BP	GO:0046655	folic acid metabolic process
NP11	0	25902	MTHFD1L	go	BP	GO:0048702	embryonic neurocranium morphogenesis
NP11	0	25902	MTHFD1L	go	BP	GO:0048703	embryonic viscerocranium morphogenesis
NP11	0	25902	MTHFD1L	go	BP	GO:0055114	oxidation-reduction process
NP11	0	25925	ZNF521	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	25925	ZNF521	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	25925	ZNF521	go	BP	GO:0048663	neuron fate commitment
NP11	0	25930	PTPN23	go	BP	GO:0010633	negative regulation of epithelial cell migration
NP11	0	25930	PTPN23	go	BP	GO:0015031	protein transport
NP11	0	25930	PTPN23	go	BP	GO:0035335	peptidyl-tyrosine dephosphorylation
NP11	0	25930	PTPN23	go	BP	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
NP11	0	25930	PTPN23	go	BP	GO:0060271	cilium morphogenesis
NP11	0	25930	PTPN23	go	BP	GO:1903387	positive regulation of homophilic cell adhesion
NP11	0	25930	PTPN23	go	BP	GO:1903393	positive regulation of adherens junction organization
NP11	0	25930	PTPN23	go	BP	GO:2000643	positive regulation of early endosome to late endosome transport
NP10	1	26038	CHD5	go	BP	GO:0006351	transcription, DNA-templated
NP10	1	26038	CHD5	go	BP	GO:0008285	negative regulation of cell proliferation
NP10	1	26038	CHD5	go	BP	GO:0021895	cerebral cortex neuron differentiation
NP10	1	26038	CHD5	go	BP	GO:0035093	spermatogenesis, exchange of chromosomal proteins
NP10	1	26038	CHD5	go	BP	GO:0043967	histone H4 acetylation
NP10	1	26038	CHD5	go	BP	GO:0060850	regulation of transcription involved in cell fate commitment
NP10	1	26038	CHD5	go	BP	GO:0098532	histone H3-K27 trimethylation
NP10	1	26038	CHD5	go	BP	GO:1901798	positive regulation of signal transduction by p53 class mediator
NP11	0	26145	IRF2BP1	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	26145	IRF2BP1	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	26239	LCE2B	go	BP	GO:0008544	epidermis development
NP11	0	26239	LCE2B	go	BP	GO:0018149	peptide cross-linking
NP11	0	26239	LCE2B	go	BP	GO:0030216	keratinocyte differentiation
NP11	0	26239	LCE2B	go	BP	GO:0031424	keratinization
NP19	0	26278	SACS	go	BP	GO:0006457	protein folding
NP19	0	26278	SACS	go	BP	GO:0090084	negative regulation of inclusion body assembly
NP11	0	26512	INTS6	go	BP	GO:0007165	signal transduction
NP11	0	26512	INTS6	go	BP	GO:0016180	snRNA processing
NP11	0	26512	INTS6	go	BP	GO:0042795	snRNA transcription from RNA polymerase II promoter
NP11	0	26532	OR10H3	go	BP	GO:0007192	adenylate cyclase-activating serotonin receptor signaling pathway
NP11	0	26532	OR10H3	go	BP	GO:0007268	chemical synaptic transmission
NP11	0	26532	OR10H3	go	BP	GO:0050911	detection of chemical stimulus involved in sensory perception of smell
NP12	0	26586	CKAP2	go	BP	GO:0000281	mitotic cytokinesis
NP12	0	26586	CKAP2	go	BP	GO:0006915	apoptotic process
NP12	0	26586	CKAP2	go	BP	GO:0007026	negative regulation of microtubule depolymerization
NP12	0	26586	CKAP2	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	27023	FOXB1	go	BP	GO:0001655	urogenital system development
NP11	0	27023	FOXB1	go	BP	GO:0001756	somitogenesis
NP11	0	27023	FOXB1	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	27023	FOXB1	go	BP	GO:0006357	regulation of transcription from RNA polymerase II promoter
NP11	0	27023	FOXB1	go	BP	GO:0007412	axon target recognition
NP11	0	27023	FOXB1	go	BP	GO:0007595	lactation
NP11	0	27023	FOXB1	go	BP	GO:0008542	visual learning
NP11	0	27023	FOXB1	go	BP	GO:0021510	spinal cord development
NP11	0	27023	FOXB1	go	BP	GO:0021767	mammillary body development
NP11	0	27023	FOXB1	go	BP	GO:0021794	thalamus development
NP11	0	27023	FOXB1	go	BP	GO:0021855	hypothalamus cell migration
NP11	0	27023	FOXB1	go	BP	GO:0022029	telencephalon cell migration
NP11	0	27023	FOXB1	go	BP	GO:0030901	midbrain development
NP11	0	27023	FOXB1	go	BP	GO:0033504	floor plate development
NP11	0	27023	FOXB1	go	BP	GO:0043524	negative regulation of neuron apoptotic process
NP11	0	27023	FOXB1	go	BP	GO:0061030	epithelial cell differentiation involved in mammary gland alveolus development
NP11	0	27023	FOXB1	go	BP	GO:0061374	mammillothalamic axonal tract development
NP11	0	27023	FOXB1	go	BP	GO:0061377	mammary gland lobule development
NP11	0	27023	FOXB1	go	BP	GO:0061379	inferior colliculus development
NP11	0	27023	FOXB1	go	BP	GO:0061381	cell migration in diencephalon
NP11	0	27094	KCNMB3	go	BP	GO:0001508	action potential
NP11	0	27094	KCNMB3	go	BP	GO:0005513	detection of calcium ion
NP11	0	27094	KCNMB3	go	BP	GO:0006813	potassium ion transport
NP11	0	27094	KCNMB3	go	BP	GO:0007268	chemical synaptic transmission
NP11	0	27094	KCNMB3	go	BP	GO:0019228	neuronal action potential
NP11	0	27094	KCNMB3	go	BP	GO:0071805	potassium ion transmembrane transport
NP11	0	27152	INTU	go	BP	GO:0007399	nervous system development
NP11	0	27152	INTU	go	BP	GO:0008589	regulation of smoothened signaling pathway
NP11	0	27152	INTU	go	BP	GO:0010839	negative regulation of keratinocyte proliferation
NP11	0	27152	INTU	go	BP	GO:0021513	spinal cord dorsal/ventral patterning
NP11	0	27152	INTU	go	BP	GO:0021915	neural tube development
NP11	0	27152	INTU	go	BP	GO:0030216	keratinocyte differentiation
NP11	0	27152	INTU	go	BP	GO:0030278	regulation of ossification
NP11	0	27152	INTU	go	BP	GO:0031069	hair follicle morphogenesis
NP11	0	27152	INTU	go	BP	GO:0042384	cilium assembly
NP11	0	27152	INTU	go	BP	GO:0042733	embryonic digit morphogenesis
NP11	0	27152	INTU	go	BP	GO:0045880	positive regulation of smoothened signaling pathway
NP11	0	27152	INTU	go	BP	GO:0051782	negative regulation of cell division
NP11	0	27152	INTU	go	BP	GO:0060173	limb development
NP11	0	27152	INTU	go	BP	GO:1903887	motile primary cilium assembly
NP11	0	27239	GPR162	go	BP	GO:0007186	G-protein coupled receptor signaling pathway
NP16	0	27248	ERLEC1	go	BP	GO:0036503	ERAD pathway
NP16	0	27248	ERLEC1	go	BP	GO:1904153	negative regulation of retrograde protein transport, ER to cytosol
NP01	4	28954	REM1	go	BP	GO:0007264	small GTPase mediated signal transduction
NP11	0	28996	HIPK2	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP11	0	28996	HIPK2	go	BP	GO:0001654	eye development
NP11	0	28996	HIPK2	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	28996	HIPK2	go	BP	GO:0006468	protein phosphorylation
NP11	0	28996	HIPK2	go	BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
NP11	0	28996	HIPK2	go	BP	GO:0007179	transforming growth factor beta receptor signaling pathway
NP11	0	28996	HIPK2	go	BP	GO:0007224	smoothened signaling pathway
NP11	0	28996	HIPK2	go	BP	GO:0007628	adult walking behavior
NP11	0	28996	HIPK2	go	BP	GO:0008284	positive regulation of cell proliferation
NP11	0	28996	HIPK2	go	BP	GO:0009952	anterior/posterior pattern specification
NP11	0	28996	HIPK2	go	BP	GO:0010842	retina layer formation
NP11	0	28996	HIPK2	go	BP	GO:0018105	peptidyl-serine phosphorylation
NP11	0	28996	HIPK2	go	BP	GO:0018107	peptidyl-threonine phosphorylation
NP11	0	28996	HIPK2	go	BP	GO:0019048	modulation by virus of host morphology or physiology
NP11	0	28996	HIPK2	go	BP	GO:0030182	neuron differentiation
NP11	0	28996	HIPK2	go	BP	GO:0030218	erythrocyte differentiation
NP11	0	28996	HIPK2	go	BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway
NP11	0	28996	HIPK2	go	BP	GO:0030514	negative regulation of BMP signaling pathway
NP11	0	28996	HIPK2	go	BP	GO:0030578	PML body organization
NP11	0	28996	HIPK2	go	BP	GO:0032092	positive regulation of protein binding
NP11	0	28996	HIPK2	go	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
NP11	0	28996	HIPK2	go	BP	GO:0043388	positive regulation of DNA binding
NP11	0	28996	HIPK2	go	BP	GO:0043524	negative regulation of neuron apoptotic process
NP11	0	28996	HIPK2	go	BP	GO:0045766	positive regulation of angiogenesis
NP11	0	28996	HIPK2	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP11	0	28996	HIPK2	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	28996	HIPK2	go	BP	GO:0046330	positive regulation of JNK cascade
NP11	0	28996	HIPK2	go	BP	GO:0048596	embryonic camera-type eye morphogenesis
NP11	0	28996	HIPK2	go	BP	GO:0050882	voluntary musculoskeletal movement
NP11	0	28996	HIPK2	go	BP	GO:0051091	positive regulation of sequence-specific DNA binding transcription factor activity
NP11	0	28996	HIPK2	go	BP	GO:0051726	regulation of cell cycle
NP11	0	28996	HIPK2	go	BP	GO:0060059	embryonic retina morphogenesis in camera-type eye
NP11	0	28996	HIPK2	go	BP	GO:0060235	lens induction in camera-type eye
NP11	0	28996	HIPK2	go	BP	GO:0060395	SMAD protein signal transduction
NP11	0	28996	HIPK2	go	BP	GO:0061072	iris morphogenesis
NP11	0	28996	HIPK2	go	BP	GO:0071456	cellular response to hypoxia
NP11	0	28996	HIPK2	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP11	0	28996	HIPK2	go	BP	GO:1901796	regulation of signal transduction by p53 class mediator
NP11	0	29119	CTNNA3	go	BP	GO:0016337	single organismal cell-cell adhesion
NP11	0	29119	CTNNA3	go	BP	GO:0086073	bundle of His cell-Purkinje myocyte adhesion involved in cell communication
NP11	0	29119	CTNNA3	go	BP	GO:0086091	regulation of heart rate by cardiac conduction
NP11	0	29119	CTNNA3	go	BP	GO:0098911	regulation of ventricular cardiac muscle cell action potential
NP11	0	29760	BLNK	go	BP	GO:0006954	inflammatory response
NP11	0	29760	BLNK	go	BP	GO:0006959	humoral immune response
NP11	0	29760	BLNK	go	BP	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
NP11	0	29760	BLNK	go	BP	GO:0009967	positive regulation of signal transduction
NP11	0	29760	BLNK	go	BP	GO:0030183	B cell differentiation
NP11	0	29760	BLNK	go	BP	GO:0035556	intracellular signal transduction
NP11	0	29954	POMT2	go	BP	GO:0006486	protein glycosylation
NP11	0	29954	POMT2	go	BP	GO:0006493	protein O-linked glycosylation
NP11	0	29954	POMT2	go	BP	GO:0035269	protein O-linked mannosylation
NP11	0	29954	POMT2	go	BP	GO:0071712	ER-associated misfolded protein catabolic process
NP11	0	30817	ADGRE2	go	BP	GO:0006954	inflammatory response
NP11	0	30817	ADGRE2	go	BP	GO:0007155	cell adhesion
NP11	0	30817	ADGRE2	go	BP	GO:0007166	cell surface receptor signaling pathway
NP11	0	30817	ADGRE2	go	BP	GO:0007186	G-protein coupled receptor signaling pathway
NP11	0	30817	ADGRE2	go	BP	GO:0016477	cell migration
NP11	0	30817	ADGRE2	go	BP	GO:0071621	granulocyte chemotaxis
NP11	0	30820	KCNIP1	go	BP	GO:0061337	cardiac conduction
NP11	0	30820	KCNIP1	go	BP	GO:0071805	potassium ion transmembrane transport
NP11	0	30820	KCNIP1	go	BP	GO:1901379	regulation of potassium ion transmembrane transport
NP12	0	50614	GALNT9	go	BP	GO:0006493	protein O-linked glycosylation
NP12	0	50614	GALNT9	go	BP	GO:0016266	O-glycan processing
NP10	1	51097	SCCPDH	go	BP	GO:0055114	oxidation-reduction process
NP11	0	51105	PHF20L1	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP01	0	51163	DBR1	go	BP	GO:0000375	RNA splicing, via transesterification reactions
NP01	0	51163	DBR1	go	BP	GO:0000398	mRNA splicing, via spliceosome
NP01	0	51163	DBR1	go	BP	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
NP11	0	51427	ZNF107	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	51427	ZNF107	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	51427	ZNF107	go	BP	GO:0008150	biological_process
NP11	0	51449	PCYOX1	go	BP	GO:0030327	prenylated protein catabolic process
NP11	0	51449	PCYOX1	go	BP	GO:0030328	prenylcysteine catabolic process
NP11	0	51449	PCYOX1	go	BP	GO:0030329	prenylcysteine metabolic process
NP11	0	51449	PCYOX1	go	BP	GO:0055114	oxidation-reduction process
NP11	0	51449	PCYOX1	go	BP	GO:1902476	chloride transmembrane transport
NP19	0	51460	SFMBT1	go	BP	GO:0006351	transcription, DNA-templated
NP19	0	51460	SFMBT1	go	BP	GO:0007283	spermatogenesis
NP19	0	51460	SFMBT1	go	BP	GO:0016569	chromatin modification
NP19	0	51460	SFMBT1	go	BP	GO:0030154	cell differentiation
NP19	0	51460	SFMBT1	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP19	0	51460	SFMBT1	go	BP	GO:0048635	negative regulation of muscle organ development
NP16	0	51496	CTDSPL2	go	BP	GO:0006470	protein dephosphorylation
NP16	0	51496	CTDSPL2	go	BP	GO:0030514	negative regulation of BMP signaling pathway
NP16	0	51496	CTDSPL2	go	BP	GO:0046827	positive regulation of protein export from nucleus
NP19	0	51592	TRIM33	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP19	0	51592	TRIM33	go	BP	GO:0006351	transcription, DNA-templated
NP19	0	51592	TRIM33	go	BP	GO:0016567	protein ubiquitination
NP19	0	51592	TRIM33	go	BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway
NP19	0	51592	TRIM33	go	BP	GO:0030514	negative regulation of BMP signaling pathway
NP19	0	51592	TRIM33	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP11	0	54020	SLC37A1	go	BP	GO:0008643	carbohydrate transport
NP11	0	54020	SLC37A1	go	BP	GO:0015760	glucose-6-phosphate transport
NP11	0	54020	SLC37A1	go	BP	GO:0035435	phosphate ion transmembrane transport
NP12	0	54084	TSPEAR	go	BP	GO:0007605	sensory perception of sound
NP11	0	54221	SNTG2	go	BP	GO:0007417	central nervous system development
NP17	0	54456	MOV10L1	go	BP	GO:0007141	male meiosis I
NP17	0	54456	MOV10L1	go	BP	GO:0007275	multicellular organism development
NP17	0	54456	MOV10L1	go	BP	GO:0007281	germ cell development
NP17	0	54456	MOV10L1	go	BP	GO:0007283	spermatogenesis
NP17	0	54456	MOV10L1	go	BP	GO:0034587	piRNA metabolic process
NP17	0	54456	MOV10L1	go	BP	GO:0043046	DNA methylation involved in gamete generation
NP17	0	54502	RBM47	go	BP	GO:0002244	hematopoietic progenitor cell differentiation
NP17	0	54502	RBM47	go	BP	GO:0016554	cytidine to uridine editing
NP11	0	54715	RBFOX1	go	BP	GO:0000381	regulation of alternative mRNA splicing, via spliceosome
NP11	0	54715	RBFOX1	go	BP	GO:0006397	mRNA processing
NP11	0	54715	RBFOX1	go	BP	GO:0007399	nervous system development
NP11	0	54715	RBFOX1	go	BP	GO:0008380	RNA splicing
NP11	0	54715	RBFOX1	go	BP	GO:0050658	RNA transport
NP11	0	54778	RNF111	go	BP	GO:0000209	protein polyubiquitination
NP11	0	54778	RNF111	go	BP	GO:0007389	pattern specification process
NP11	0	54778	RNF111	go	BP	GO:0016567	protein ubiquitination
NP11	0	54778	RNF111	go	BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway
NP11	0	54778	RNF111	go	BP	GO:0030579	ubiquitin-dependent SMAD protein catabolic process
NP11	0	54778	RNF111	go	BP	GO:0031398	positive regulation of protein ubiquitination
NP11	0	54778	RNF111	go	BP	GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
NP11	0	54778	RNF111	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP11	0	54778	RNF111	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP11	0	54778	RNF111	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	54778	RNF111	go	BP	GO:0070911	global genome nucleotide-excision repair
NP11	0	54828	BCAS3	go	BP	GO:0001525	angiogenesis
NP11	0	54828	BCAS3	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	54828	BCAS3	go	BP	GO:0007030	Golgi organization
NP11	0	54828	BCAS3	go	BP	GO:0010595	positive regulation of endothelial cell migration
NP11	0	54828	BCAS3	go	BP	GO:0016192	vesicle-mediated transport
NP11	0	54828	BCAS3	go	BP	GO:0031023	microtubule organizing center organization
NP11	0	54828	BCAS3	go	BP	GO:0034260	negative regulation of GTPase activity
NP11	0	54828	BCAS3	go	BP	GO:0035148	tube formation
NP11	0	54828	BCAS3	go	BP	GO:0042594	response to starvation
NP11	0	54828	BCAS3	go	BP	GO:0043085	positive regulation of catalytic activity
NP11	0	54828	BCAS3	go	BP	GO:0043547	positive regulation of GTPase activity
NP11	0	54828	BCAS3	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	54828	BCAS3	go	BP	GO:0051491	positive regulation of filopodium assembly
NP11	0	54828	BCAS3	go	BP	GO:0051895	negative regulation of focal adhesion assembly
NP11	0	54828	BCAS3	go	BP	GO:0071391	cellular response to estrogen stimulus
NP11	0	54828	BCAS3	go	BP	GO:0090316	positive regulation of intracellular protein transport
NP11	0	54828	BCAS3	go	BP	GO:0090630	activation of GTPase activity
NP11	0	54828	BCAS3	go	BP	GO:2000114	regulation of establishment of cell polarity
NP11	0	54828	BCAS3	go	BP	GO:2000251	positive regulation of actin cytoskeleton reorganization
NP19	0	54872	PIGG	go	BP	GO:0006506	GPI anchor biosynthetic process
NP19	0	54872	PIGG	go	BP	GO:0016254	preassembly of GPI anchor in ER membrane
NP17	0	54885	TBC1D8B	go	BP	GO:0006886	intracellular protein transport
NP17	0	54885	TBC1D8B	go	BP	GO:0031338	regulation of vesicle fusion
NP17	0	54885	TBC1D8B	go	BP	GO:0090630	activation of GTPase activity
NP16	0	54894	RNF43	go	BP	GO:0016055	Wnt signaling pathway
NP16	0	54894	RNF43	go	BP	GO:0016567	protein ubiquitination
NP16	0	54894	RNF43	go	BP	GO:0030178	negative regulation of Wnt signaling pathway
NP16	0	54894	RNF43	go	BP	GO:0038018	Wnt receptor catabolic process
NP16	0	54894	RNF43	go	BP	GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
NP16	0	54894	RNF43	go	BP	GO:0072089	stem cell proliferation
NP11	0	55002	TMCO3	go	BP	GO:1902600	hydrogen ion transmembrane transport
NP11	0	55022	PID1	go	BP	GO:0001933	negative regulation of protein phosphorylation
NP11	0	55022	PID1	go	BP	GO:0006112	energy reserve metabolic process
NP11	0	55022	PID1	go	BP	GO:0010628	positive regulation of gene expression
NP11	0	55022	PID1	go	BP	GO:0010635	regulation of mitochondrial fusion
NP11	0	55022	PID1	go	BP	GO:0044320	cellular response to leptin stimulus
NP11	0	55022	PID1	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	55022	PID1	go	BP	GO:0046627	negative regulation of insulin receptor signaling pathway
NP11	0	55022	PID1	go	BP	GO:0051881	regulation of mitochondrial membrane potential
NP11	0	55022	PID1	go	BP	GO:0070346	positive regulation of fat cell proliferation
NP11	0	55022	PID1	go	BP	GO:0070584	mitochondrion morphogenesis
NP11	0	55022	PID1	go	BP	GO:0071345	cellular response to cytokine stimulus
NP11	0	55022	PID1	go	BP	GO:0071354	cellular response to interleukin-6
NP11	0	55022	PID1	go	BP	GO:0071356	cellular response to tumor necrosis factor
NP11	0	55022	PID1	go	BP	GO:0071398	cellular response to fatty acid
NP11	0	55022	PID1	go	BP	GO:0090005	negative regulation of establishment of protein localization to plasma membrane
NP11	0	55022	PID1	go	BP	GO:0090298	negative regulation of mitochondrial DNA replication
NP11	0	55022	PID1	go	BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle
NP11	0	55022	PID1	go	BP	GO:2000377	regulation of reactive oxygen species metabolic process
NP11	0	55022	PID1	go	BP	GO:2000379	positive regulation of reactive oxygen species metabolic process
NP11	0	55022	PID1	go	BP	GO:2001170	negative regulation of ATP biosynthetic process
NP11	0	55022	PID1	go	BP	GO:2001171	positive regulation of ATP biosynthetic process
NP11	0	55022	PID1	go	BP	GO:2001274	negative regulation of glucose import in response to insulin stimulus
